Customer;Year;Month;Product;Quantity;Total TTC 
Magasin 451;2024;5;Dentifrice;431;397
Magasin 70;2016;4;Yaourt;101;278
Magasin 207;2018;1;Jouet A;145;292
Magasin 330;2015;4;Dentifrice;64;5
Magasin 57;2015;2;Yaourt;90;449
Magasin 125;2018;6;Jouet A;153;163
Magasin 42;2025;11;Dentifrice;118;184
Magasin 111;2026;8;Yaourt;482;155
Magasin 849;2017;3;Jouet A;72;191
Magasin 789;2019;9;Dentifrice;274;338
Magasin 499;2026;9;Yaourt;180;487
Magasin 22;2017;3;Jouet A;24;213
Magasin 358;2021;3;Dentifrice;403;165
Magasin 929;2023;2;Yaourt;171;358
Magasin 117;2024;1;Jouet A;103;127
Magasin 462;2015;9;Dentifrice;339;399
Magasin 114;2020;5;Yaourt;163;322
Magasin 545;2014;3;Jouet A;101;188
Magasin 731;2020;10;Dentifrice;364;313
Magasin 82;2012;7;Yaourt;253;146
Magasin 35;2014;3;Jouet A;463;162
Magasin 352;2012;9;Dentifrice;332;189
Magasin 985;2011;5;Yaourt;168;191
Magasin 732;2022;3;Jouet A;180;255
Magasin 621;2013;1;Dentifrice;484;185
Magasin 592;2021;4;Yaourt;438;65
Magasin 110;2014;8;Jouet A;152;282
Magasin 363;2017;7;Dentifrice;472;39
Magasin 768;2026;1;Yaourt;466;184
Magasin 232;2025;12;Jouet A;289;6
Magasin 406;2016;10;Dentifrice;103;234
Magasin 444;2021;10;Yaourt;63;247
Magasin 595;2017;4;Jouet A;368;198
Magasin 66;2012;1;Dentifrice;61;440
Magasin 816;2015;4;Yaourt;164;441
Magasin 28;2021;3;Jouet A;146;179
Magasin 731;2024;2;Dentifrice;351;279
Magasin 559;2014;12;Yaourt;362;91
Magasin 23;2017;8;Jouet A;191;223
Magasin 130;2024;5;Dentifrice;383;4
Magasin 147;2025;8;Yaourt;73;213
Magasin 329;2016;6;Jouet A;145;179
Magasin 484;2024;11;Dentifrice;411;64
Magasin 344;2012;4;Yaourt;172;181
Magasin 493;2019;6;Jouet A;46;225
Magasin 653;2023;3;Dentifrice;222;430
Magasin 263;2020;4;Yaourt;347;171
Magasin 309;2024;10;Jouet A;178;171
Magasin 838;2023;9;Dentifrice;124;482
Magasin 906;2013;1;Yaourt;417;382
Magasin 971;2025;9;Jouet A;498;13
Magasin 338;2025;9;Dentifrice;101;412
Magasin 219;2020;1;Yaourt;456;21
Magasin 575;2016;5;Jouet A;174;63
Magasin 837;2017;2;Dentifrice;19;155
Magasin 902;2020;2;Yaourt;177;206
Magasin 43;2017;3;Jouet A;370;395
Magasin 553;2018;4;Dentifrice;7;207
Magasin 15;2014;9;Yaourt;414;92
Magasin 676;2026;6;Jouet A;378;383
Magasin 1000;2010;5;Dentifrice;247;255
Magasin 859;2016;7;Yaourt;61;253
Magasin 213;2015;3;Jouet A;68;188
Magasin 741;2018;3;Dentifrice;168;227
Magasin 433;2015;1;Yaourt;428;62
Magasin 648;2014;3;Jouet A;305;321
Magasin 242;2022;11;Dentifrice;407;350
Magasin 780;2020;11;Yaourt;92;315
Magasin 514;2024;2;Jouet A;169;244
Magasin 230;2010;1;Dentifrice;418;104
Magasin 613;2019;12;Yaourt;175;399
Magasin 841;2014;1;Jouet A;362;412
Magasin 744;2011;12;Dentifrice;392;336
Magasin 828;2016;10;Yaourt;439;397
Magasin 49;2011;2;Jouet A;337;139
Magasin 57;2018;1;Dentifrice;204;100
Magasin 811;2013;3;Yaourt;498;289
Magasin 618;2016;3;Jouet A;442;452
Magasin 92;2024;1;Dentifrice;337;124
Magasin 733;2026;8;Yaourt;191;441
Magasin 113;2019;1;Jouet A;123;421
Magasin 620;2014;12;Dentifrice;86;132
Magasin 559;2014;11;Yaourt;215;491
Magasin 864;2015;5;Jouet A;163;457
Magasin 662;2010;3;Dentifrice;414;198
Magasin 335;2019;5;Yaourt;48;323
Magasin 459;2020;2;Jouet A;400;185
Magasin 968;2021;10;Dentifrice;16;170
Magasin 161;2022;1;Yaourt;83;161
Magasin 826;2019;5;Jouet A;48;328
Magasin 999;2017;10;Dentifrice;471;138
Magasin 178;2018;12;Yaourt;462;339
Magasin 905;2012;5;Jouet A;243;281
Magasin 425;2011;6;Dentifrice;46;26
Magasin 789;2019;4;Yaourt;106;427
Magasin 287;2018;10;Jouet A;191;445
Magasin 167;2014;7;Dentifrice;265;430
Magasin 766;2026;10;Yaourt;200;85
Magasin 952;2021;4;Jouet A;110;377
Magasin 513;2012;12;Dentifrice;68;300
Magasin 877;2022;8;Yaourt;75;212
Magasin 899;2015;12;Jouet A;413;74
Magasin 839;2025;4;Dentifrice;362;60
Magasin 978;2019;12;Yaourt;313;357
Magasin 807;2021;3;Jouet A;114;237
Magasin 319;2017;8;Dentifrice;366;254
Magasin 885;2012;7;Yaourt;422;285
Magasin 412;2020;3;Jouet A;139;24
Magasin 744;2012;4;Dentifrice;106;171
Magasin 742;2012;7;Yaourt;250;245
Magasin 595;2020;1;Jouet A;138;40
Magasin 587;2011;11;Dentifrice;257;483
Magasin 837;2022;1;Yaourt;13;181
Magasin 122;2023;9;Jouet A;410;44
Magasin 334;2017;7;Dentifrice;282;357
Magasin 979;2017;10;Yaourt;224;217
Magasin 587;2012;2;Jouet A;36;295
Magasin 747;2026;12;Dentifrice;12;13
Magasin 68;2012;1;Yaourt;288;220
Magasin 946;2024;8;Jouet A;269;19
Magasin 925;2015;10;Dentifrice;389;183
Magasin 508;2018;10;Yaourt;277;450
Magasin 392;2025;2;Jouet A;76;253
Magasin 670;2020;10;Dentifrice;139;153
Magasin 966;2019;2;Yaourt;27;482
Magasin 129;2013;8;Jouet A;345;363
Magasin 490;2016;3;Dentifrice;361;423
Magasin 449;2020;3;Yaourt;382;67
Magasin 243;2025;2;Jouet A;232;121
Magasin 227;2010;7;Dentifrice;487;24
Magasin 90;2020;7;Yaourt;271;69
Magasin 986;2013;8;Jouet A;361;472
Magasin 15;2010;1;Dentifrice;13;361
Magasin 502;2026;7;Yaourt;100;104
Magasin 166;2013;6;Jouet A;447;125
Magasin 897;2024;1;Dentifrice;393;498
Magasin 675;2014;9;Yaourt;215;297
Magasin 916;2020;4;Jouet A;17;1
Magasin 195;2014;2;Dentifrice;116;376
Magasin 668;2024;3;Yaourt;409;492
Magasin 492;2020;1;Jouet A;430;30
Magasin 105;2024;4;Dentifrice;143;284
Magasin 759;2023;8;Yaourt;20;1
Magasin 463;2014;11;Jouet A;36;495
Magasin 68;2016;4;Dentifrice;417;367
Magasin 380;2013;5;Yaourt;433;282
Magasin 407;2011;11;Jouet A;19;453
Magasin 494;2020;3;Dentifrice;166;218
Magasin 74;2025;10;Yaourt;261;385
Magasin 127;2015;10;Jouet A;55;213
Magasin 591;2022;2;Dentifrice;300;480
Magasin 276;2014;4;Yaourt;21;196
Magasin 129;2020;7;Jouet A;52;322
Magasin 415;2020;6;Dentifrice;408;217
Magasin 747;2015;6;Yaourt;19;261
Magasin 620;2018;4;Jouet A;500;463
Magasin 134;2022;8;Dentifrice;28;33
Magasin 861;2025;8;Yaourt;34;422
Magasin 762;2013;3;Jouet A;168;165
Magasin 789;2012;3;Dentifrice;34;396
Magasin 18;2023;10;Yaourt;315;135
Magasin 891;2018;11;Jouet A;237;474
Magasin 159;2010;6;Dentifrice;117;18
Magasin 212;2010;9;Yaourt;417;221
Magasin 9;2017;4;Jouet A;49;429
Magasin 237;2025;8;Dentifrice;91;482
Magasin 132;2018;3;Yaourt;96;397
Magasin 286;2026;6;Jouet A;39;319
Magasin 774;2017;4;Dentifrice;117;453
Magasin 963;2019;1;Yaourt;197;40
Magasin 940;2023;4;Jouet A;394;291
Magasin 126;2017;1;Dentifrice;211;293
Magasin 736;2011;11;Yaourt;387;110
Magasin 295;2017;5;Jouet A;427;276
Magasin 315;2012;9;Dentifrice;334;437
Magasin 940;2025;3;Yaourt;116;370
Magasin 445;2025;12;Jouet A;457;207
Magasin 860;2025;12;Dentifrice;421;226
Magasin 499;2018;2;Yaourt;286;377
Magasin 387;2017;9;Jouet A;273;376
Magasin 631;2016;9;Dentifrice;12;38
Magasin 375;2026;11;Yaourt;68;469
Magasin 357;2011;3;Jouet A;264;153
Magasin 833;2013;9;Dentifrice;364;160
Magasin 556;2018;2;Yaourt;442;449
Magasin 460;2013;7;Jouet A;489;381
Magasin 302;2021;3;Dentifrice;129;230
Magasin 728;2017;9;Yaourt;370;177
Magasin 959;2017;4;Jouet A;54;37
Magasin 254;2010;3;Dentifrice;143;112
Magasin 559;2020;3;Yaourt;45;411
Magasin 848;2017;5;Jouet A;240;446
Magasin 42;2021;2;Dentifrice;480;378
Magasin 425;2025;1;Yaourt;166;69
Magasin 659;2018;7;Jouet A;331;409
Magasin 511;2013;6;Dentifrice;451;164
Magasin 899;2012;3;Yaourt;361;243
Magasin 953;2021;9;Jouet A;221;412
Magasin 105;2021;8;Dentifrice;357;97
Magasin 568;2020;2;Yaourt;445;67
Magasin 922;2025;6;Jouet A;218;394
Magasin 971;2019;12;Dentifrice;54;211
Magasin 712;2026;1;Yaourt;401;472
Magasin 994;2023;10;Jouet A;402;148
Magasin 124;2016;11;Dentifrice;239;98
Magasin 232;2012;1;Yaourt;490;490
Magasin 565;2020;2;Jouet A;290;331
Magasin 568;2016;9;Dentifrice;152;330
Magasin 569;2020;9;Yaourt;13;424
Magasin 290;2017;3;Jouet A;422;387
Magasin 933;2018;10;Dentifrice;238;405
Magasin 528;2016;4;Yaourt;345;12
Magasin 756;2018;10;Jouet A;143;121
Magasin 454;2012;12;Dentifrice;80;187
Magasin 219;2020;7;Yaourt;152;233
Magasin 683;2024;10;Jouet A;43;316
Magasin 489;2020;5;Dentifrice;111;322
Magasin 905;2019;10;Yaourt;409;449
Magasin 138;2014;10;Jouet A;20;409
Magasin 961;2024;8;Dentifrice;247;90
Magasin 436;2024;11;Yaourt;262;477
Magasin 305;2017;2;Jouet A;255;197
Magasin 346;2016;4;Dentifrice;434;378
Magasin 410;2015;3;Yaourt;289;69
Magasin 175;2025;2;Jouet A;436;189
Magasin 935;2024;5;Dentifrice;371;468
Magasin 979;2026;8;Yaourt;238;350
Magasin 35;2018;4;Jouet A;499;476
Magasin 705;2016;5;Dentifrice;259;293
Magasin 675;2016;9;Yaourt;189;448
Magasin 964;2019;10;Jouet A;216;423
Magasin 870;2016;10;Dentifrice;347;427
Magasin 469;2016;1;Yaourt;476;114
Magasin 907;2018;9;Jouet A;474;480
Magasin 738;2025;5;Dentifrice;49;137
Magasin 284;2025;6;Yaourt;432;328
Magasin 74;2025;11;Jouet A;308;244
Magasin 385;2019;3;Dentifrice;132;85
Magasin 689;2025;5;Yaourt;150;286
Magasin 955;2016;4;Jouet A;97;121
Magasin 629;2010;6;Dentifrice;148;372
Magasin 48;2010;1;Yaourt;91;205
Magasin 521;2015;2;Jouet A;371;455
Magasin 722;2016;2;Dentifrice;199;368
Magasin 891;2024;7;Yaourt;114;411
Magasin 505;2019;8;Jouet A;338;425
Magasin 375;2021;8;Dentifrice;270;498
Magasin 321;2025;2;Yaourt;96;50
Magasin 588;2025;10;Jouet A;247;316
Magasin 424;2020;7;Dentifrice;336;115
Magasin 480;2022;12;Yaourt;45;457
Magasin 735;2012;6;Jouet A;463;118
Magasin 353;2025;3;Dentifrice;421;192
Magasin 32;2021;10;Yaourt;276;413
Magasin 249;2014;4;Jouet A;164;137
Magasin 590;2018;4;Dentifrice;393;287
Magasin 904;2016;8;Yaourt;306;253
Magasin 884;2019;3;Jouet A;138;32
Magasin 377;2016;11;Dentifrice;18;10
Magasin 434;2023;12;Yaourt;497;313
Magasin 89;2020;11;Jouet A;57;65
Magasin 242;2025;1;Dentifrice;119;174
Magasin 920;2013;2;Yaourt;234;97
Magasin 537;2021;7;Jouet A;428;231
Magasin 558;2022;7;Dentifrice;114;350
Magasin 987;2011;11;Yaourt;307;355
Magasin 784;2016;3;Jouet A;20;40
Magasin 569;2010;8;Dentifrice;451;94
Magasin 570;2014;1;Yaourt;78;69
Magasin 254;2022;11;Jouet A;326;75
Magasin 398;2016;10;Dentifrice;195;274
Magasin 943;2015;10;Yaourt;259;116
Magasin 391;2014;2;Jouet A;171;220
Magasin 552;2017;3;Dentifrice;460;92
Magasin 529;2016;6;Yaourt;359;198
Magasin 763;2017;9;Jouet A;321;47
Magasin 759;2019;12;Dentifrice;259;392
Magasin 254;2020;1;Yaourt;56;181
Magasin 312;2017;11;Jouet A;440;392
Magasin 270;2025;1;Dentifrice;182;490
Magasin 192;2011;6;Yaourt;338;239
Magasin 968;2022;8;Jouet A;369;222
Magasin 476;2022;7;Dentifrice;189;125
Magasin 179;2016;4;Yaourt;478;353
Magasin 341;2025;5;Jouet A;341;359
Magasin 942;2013;3;Dentifrice;264;273
Magasin 720;2020;8;Yaourt;80;266
Magasin 580;2020;11;Jouet A;77;156
Magasin 251;2025;11;Dentifrice;344;18
Magasin 818;2010;8;Yaourt;202;463
Magasin 488;2023;7;Jouet A;310;420
Magasin 31;2012;9;Dentifrice;475;48
Magasin 576;2020;9;Yaourt;226;88
Magasin 764;2026;8;Jouet A;412;230
Magasin 594;2022;12;Dentifrice;68;134
Magasin 180;2014;11;Yaourt;260;394
Magasin 396;2015;12;Jouet A;375;154
Magasin 299;2023;9;Dentifrice;233;305
Magasin 544;2018;11;Yaourt;289;145
Magasin 427;2016;11;Jouet A;440;140
Magasin 48;2025;2;Dentifrice;437;275
Magasin 86;2026;1;Yaourt;343;374
Magasin 824;2014;1;Jouet A;45;361
Magasin 546;2015;10;Dentifrice;433;1
Magasin 353;2016;9;Yaourt;294;274
Magasin 547;2017;9;Jouet A;324;93
Magasin 30;2024;4;Dentifrice;500;443
Magasin 347;2011;7;Yaourt;89;55
Magasin 521;2023;12;Jouet A;371;129
Magasin 326;2014;4;Dentifrice;296;86
Magasin 895;2014;1;Yaourt;233;467
Magasin 685;2014;8;Jouet A;13;120
Magasin 635;2013;11;Dentifrice;88;21
Magasin 318;2019;2;Yaourt;132;369
Magasin 39;2018;3;Jouet A;478;117
Magasin 927;2014;6;Dentifrice;306;72
Magasin 369;2012;8;Yaourt;246;206
Magasin 188;2015;3;Jouet A;104;42
Magasin 502;2021;1;Dentifrice;340;310
Magasin 500;2010;5;Yaourt;178;260
Magasin 57;2014;2;Jouet A;55;401
Magasin 193;2019;5;Dentifrice;259;99
Magasin 674;2023;7;Yaourt;96;338
Magasin 679;2016;3;Jouet A;219;41
Magasin 87;2021;5;Dentifrice;398;485
Magasin 846;2016;4;Yaourt;294;259
Magasin 670;2026;5;Jouet A;61;426
Magasin 370;2013;8;Dentifrice;311;240
Magasin 380;2014;10;Yaourt;377;181
Magasin 591;2013;3;Jouet A;82;288
Magasin 738;2013;8;Dentifrice;5;493
Magasin 196;2014;7;Yaourt;403;15
Magasin 596;2017;11;Jouet A;139;330
Magasin 771;2021;8;Dentifrice;193;336
Magasin 966;2026;3;Yaourt;222;229
Magasin 427;2011;11;Jouet A;162;337
Magasin 523;2018;8;Dentifrice;472;342
Magasin 514;2015;8;Yaourt;280;469
Magasin 949;2026;7;Jouet A;370;75
Magasin 988;2015;9;Dentifrice;257;259
Magasin 809;2025;3;Yaourt;86;293
Magasin 267;2019;5;Jouet A;419;390
Magasin 522;2015;5;Dentifrice;297;359
Magasin 86;2024;2;Yaourt;261;293
Magasin 982;2011;5;Jouet A;200;15
Magasin 609;2015;1;Dentifrice;76;207
Magasin 683;2022;5;Yaourt;108;496
Magasin 327;2022;5;Jouet A;102;246
Magasin 814;2017;7;Dentifrice;77;168
Magasin 730;2022;11;Yaourt;173;21
Magasin 783;2012;10;Jouet A;284;457
Magasin 472;2018;4;Dentifrice;385;353
Magasin 671;2021;1;Yaourt;235;51
Magasin 3;2022;2;Jouet A;479;68
Magasin 191;2024;6;Dentifrice;229;116
Magasin 566;2024;5;Yaourt;388;348
Magasin 56;2015;2;Jouet A;452;194
Magasin 863;2016;9;Dentifrice;424;112
Magasin 957;2018;5;Yaourt;491;260
Magasin 728;2012;4;Jouet A;159;184
Magasin 179;2019;12;Dentifrice;136;228
Magasin 971;2018;3;Yaourt;70;255
Magasin 388;2021;7;Jouet A;51;248
Magasin 95;2018;1;Dentifrice;34;375
Magasin 749;2011;4;Yaourt;205;138
Magasin 946;2025;4;Jouet A;174;109
Magasin 878;2010;8;Dentifrice;451;409
Magasin 263;2025;12;Yaourt;392;377
Magasin 833;2010;7;Jouet A;33;365
Magasin 365;2016;1;Dentifrice;159;351
Magasin 465;2019;7;Yaourt;347;191
Magasin 887;2018;5;Jouet A;439;471
Magasin 926;2011;11;Dentifrice;88;388
Magasin 634;2020;7;Yaourt;126;108
Magasin 91;2021;5;Jouet A;88;383
Magasin 331;2017;8;Dentifrice;159;437
Magasin 196;2013;7;Yaourt;13;80
Magasin 101;2013;6;Jouet A;349;105
Magasin 214;2024;10;Dentifrice;444;324
Magasin 153;2022;12;Yaourt;315;412
Magasin 828;2023;11;Jouet A;371;245
